Code_INEGI,Municipality,Area_ID,Area,Students
21140,San Pedro Cholula,4,Business Administration,145
21140,San Pedro Cholula,7,"Engineering, manufacturing and construction",5
21140,San Pedro Cholula,8,Agriculture and Veterinary,55
21140,San Pedro Cholula,10,Services,50
21142,San Salvador el Seco,3,social sciences and law,185
21142,San Salvador el Seco,4,Business Administration,35
21142,San Salvador el Seco,7,"Engineering, manufacturing and construction",8
21154,Tecamachalco,1,Education,70
21154,Tecamachalco,3,social sciences and law,81
21154,Tecamachalco,4,Business Administration,1370
21154,Tecamachalco,6,Technology of the information and communication,296
21154,Tecamachalco,7,"Engineering, manufacturing and construction",1808
21154,Tecamachalco,8,Agriculture and Veterinary,1880
21155,Tecomatlán,1,Education,141
21155,Tecomatlán,4,Business Administration,196
21155,Tecomatlán,6,Technology of the information and communication,118
21155,Tecomatlán,8,Agriculture and Veterinary,401
21156,Tehuacán,1,Education,2950
21156,Tehuacán,2,Arts and Humanities,753
21156,Tehuacán,3,social sciences and law,3632
21156,Tehuacán,4,Business Administration,3861
21156,Tehuacán,6,Technology of the information and communication,684
21156,Tehuacán,7,"Engineering, manufacturing and construction",4805
21156,Tehuacán,8,Agriculture and Veterinary,283
21156,Tehuacán,9,Health Sciences,3877
21156,Tehuacán,10,Services,883
21164,Tepeaca,3,social sciences and law,63
21164,Tepeaca,4,Business Administration,212
21164,Tepeaca,6,Technology of the information and communication,180
21164,Tepeaca,7,"Engineering, manufacturing and construction",528
21164,Tepeaca,9,Health Sciences,558
21164,Tepeaca,10,Services,206
21169,Tepexi de Rodríguez,4,Business Administration,306
21169,Tepexi de Rodríguez,6,Technology of the information and communication,76
21169,Tepexi de Rodríguez,7,"Engineering, manufacturing and construction",243
21172,Tetela de Ocampo,3,social sciences and law,103
21172,Tetela de Ocampo,4,Business Administration,28
21172,Tetela de Ocampo,8,Agriculture and Veterinary,81
21172,Tetela de Ocampo,9,Health Sciences,130
21173,Teteles de Avila Castillo,1,Education,417
21174,Teziutlán,1,Education,2093
21174,Teziutlán,2,Arts and Humanities,265
21174,Teziutlán,3,social sciences and law,1088
21174,Teziutlán,4,Business Administration,1441
21174,Teziutlán,6,Technology of the information and communication,615
21174,Teziutlán,7,"Engineering, manufacturing and construction",1840
21174,Teziutlán,8,Agriculture and Veterinary,131
21174,Teziutlán,9,Health Sciences,3251
21174,Teziutlán,10,Services,194
21180,Tlahuapan,3,social sciences and law,93
21182,Tlanepantla,3,social sciences and law,173
21186,Tlatlauquitepec,1,Education,119
21186,Tlatlauquitepec,2,Arts and Humanities,7
21186,Tlatlauquitepec,4,Business Administration,435
21186,Tlatlauquitepec,6,Technology of the information and communication,7
21186,Tlatlauquitepec,8,Agriculture and Veterinary,428
21194,Venustiano Carranza,1,Education,9
21194,Venustiano Carranza,3,social sciences and law,414
21194,Venustiano Carranza,4,Business Administration,302
21194,Venustiano Carranza,5,"natural sciences, mathematics and statistics",102
21194,Venustiano Carranza,6,Technology of the information and communication,174
21194,Venustiano Carranza,7,"Engineering, manufacturing and construction",123
21194,Venustiano Carranza,8,Agriculture and Veterinary,45
21194,Venustiano Carranza,9,Health Sciences,592
21194,Venustiano Carranza,10,Services,73
21195,Vicente Guerrero,3,social sciences and law,11
21195,Vicente Guerrero,4,Business Administration,7
21197,Xicotepec,1,Education,220
21197,Xicotepec,3,social sciences and law,481
21197,Xicotepec,4,Business Administration,816
21197,Xicotepec,5,"natural sciences, mathematics and statistics",205
21197,Xicotepec,6,Technology of the information and communication,277
21197,Xicotepec,7,"Engineering, manufacturing and construction",1517
21197,Xicotepec,8,Agriculture and Veterinary,416
21197,Xicotepec,9,Health Sciences,584
21197,Xicotepec,10,Services,245
21204,Yaonáhuac,3,social sciences and law,88
21207,Zacapoaxtla,1,Education,129
21207,Zacapoaxtla,3,social sciences and law,135
21207,Zacapoaxtla,4,Business Administration,767
21207,Zacapoaxtla,5,"natural sciences, mathematics and statistics",349
21207,Zacapoaxtla,6,Technology of the information and communication,324
21207,Zacapoaxtla,7,"Engineering, manufacturing and construction",807
21207,Zacapoaxtla,8,Agriculture and Veterinary,615
21207,Zacapoaxtla,9,Health Sciences,295
21207,Zacapoaxtla,10,Services,554
21208,Zacatlán,1,Education,747
21208,Zacatlán,2,Arts and Humanities,25
21208,Zacatlán,3,social sciences and law,281
21208,Zacatlán,4,Business Administration,482
21208,Zacatlán,6,Technology of the information and communication,234
21208,Zacatlán,7,"Engineering, manufacturing and construction",1021
21208,Zacatlán,8,Agriculture and Veterinary,259
21208,Zacatlán,9,Health Sciences,96
21208,Zacatlán,10,Services,250
21212,Zautla,1,Education,68
21212,Zautla,3,social sciences and law,95
21212,Zautla,8,Agriculture and Veterinary,32
21214,Zinacatepec,3,social sciences and law,51
21214,Zinacatepec,4,Business Administration,45
21214,Zinacatepec,6,Technology of the information and communication,11
21214,Zinacatepec,8,Agriculture and Veterinary,38
22001,Amealco de Bonfil,3,social sciences and law,122
22001,Amealco de Bonfil,4,Business Administration,161
22001,Amealco de Bonfil,7,"Engineering, manufacturing and construction",24
22003,Arroyo Seco,7,"Engineering, manufacturing and construction",21
22003,Arroyo Seco,8,Agriculture and Veterinary,47
22004,Cadereyta de Montes,1,Education,12
22004,Cadereyta de Montes,3,social sciences and law,162
22004,Cadereyta de Montes,4,Business Administration,367
22005,Colón,3,social sciences and law,46
22005,Colón,4,Business Administration,234
22005,Colón,5,"natural sciences, mathematics and statistics",134
22005,Colón,7,"Engineering, manufacturing and construction",1522
22005,Colón,8,Agriculture and Veterinary,59
22006,Corregidora,1,Education,329
22006,Corregidora,2,Arts and Humanities,110
22006,Corregidora,3,social sciences and law,79
22006,Corregidora,4,Business Administration,1952
22006,Corregidora,5,"natural sciences, mathematics and statistics",264
22006,Corregidora,6,Technology of the information and communication,53
22006,Corregidora,7,"Engineering, manufacturing and construction",396
22006,Corregidora,9,Health Sciences,354
22006,Corregidora,10,Services,113
22009,Jalpan de Serra,1,Education,244
22009,Jalpan de Serra,3,social sciences and law,131
22009,Jalpan de Serra,4,Business Administration,322
22009,Jalpan de Serra,6,Technology of the information and communication,88
22009,Jalpan de Serra,9,Health Sciences,68
22011,El Marqués,1,Education,25
22011,El Marqués,2,Arts and Humanities,312
22011,El Marqués,3,social sciences and law,892
22011,El Marqués,4,Business Administration,2870
22011,El Marqués,5,"natural sciences, mathematics and statistics",33
22011,El Marqués,6,Technology of the information and communication,670
22011,El Marqués,7,"Engineering, manufacturing and construction",2826
22011,El Marqués,9,Health Sciences,655
22011,El Marqués,10,Services,103
22012,Pedro Escobedo,1,Education,119
22012,Pedro Escobedo,3,social sciences and law,110
22012,Pedro Escobedo,4,Business Administration,92
22012,Pedro Escobedo,7,"Engineering, manufacturing and construction",134
22014,Querétaro,1,Education,4746
22014,Querétaro,2,Arts and Humanities,3998
22014,Querétaro,3,social sciences and law,11620
22014,Querétaro,4,Business Administration,15486
22014,Querétaro,5,"natural sciences, mathematics and statistics",2084
22014,Querétaro,6,Technology of the information and communication,2998
22014,Querétaro,7,"Engineering, manufacturing and construction",18324
22014,Querétaro,8,Agriculture and Veterinary,865
22014,Querétaro,9,Health Sciences,7558
22014,Querétaro,10,Services,1592
22016,San Juan del Río,1,Education,927
22016,San Juan del Río,2,Arts and Humanities,239
22016,San Juan del Río,3,social sciences and law,1479
22016,San Juan del Río,4,Business Administration,2534
22016,San Juan del Río,6,Technology of the information and communication,747
22016,San Juan del Río,7,"Engineering, manufacturing and construction",3744
22016,San Juan del Río,9,Health Sciences,424
22016,San Juan del Río,10,Services,2
22017,Tequisquiapan,4,Business Administration,110
22017,Tequisquiapan,7,"Engineering, manufacturing and construction",6
22017,Tequisquiapan,10,Services,80
23001,Cozumel,1,Education,127
23001,Cozumel,2,Arts and Humanities,263
23001,Cozumel,3,social sciences and law,225
23001,Cozumel,4,Business Administration,919
23001,Cozumel,5,"natural sciences, mathematics and statistics",75
23001,Cozumel,6,Technology of the information and communication,51
23001,Cozumel,10,Services,53
23002,Felipe Carrillo Puerto,1,Education,334
23002,Felipe Carrillo Puerto,3,social sciences and law,203
23002,Felipe Carrillo Puerto,4,Business Administration,668
23002,Felipe Carrillo Puerto,6,Technology of the information and communication,212
23002,Felipe Carrillo Puerto,7,"Engineering, manufacturing and construction",257
23002,Felipe Carrillo Puerto,9,Health Sciences,88
23002,Felipe Carrillo Puerto,10,Services,23
23003,Isla Mujeres,2,Arts and Humanities,97
23004,Othón P. Blanco,1,Education,707
23004,Othón P. Blanco,2,Arts and Humanities,532
23004,Othón P. Blanco,3,social sciences and law,2830
23004,Othón P. Blanco,4,Business Administration,3133
23004,Othón P. Blanco,5,"natural sciences, mathematics and statistics",573
23004,Othón P. Blanco,6,Technology of the information and communication,655
23004,Othón P. Blanco,7,"Engineering, manufacturing and construction",1643
23004,Othón P. Blanco,8,Agriculture and Veterinary,464
23004,Othón P. Blanco,9,Health Sciences,1603
23004,Othón P. Blanco,10,Services,550
23006,José María Morelos,1,Education,16
23006,José María Morelos,2,Arts and Humanities,200
23006,José María Morelos,4,Business Administration,156
23006,José María Morelos,6,Technology of the information and communication,100
23006,José María Morelos,8,Agriculture and Veterinary,137
23006,José María Morelos,9,Health Sciences,71
23006,José María Morelos,10,Services,145
23008,Solidaridad,1,Education,137
23008,Solidaridad,2,Arts and Humanities,143
23008,Solidaridad,3,social sciences and law,659
23008,Solidaridad,4,Business Administration,1834
23008,Solidaridad,6,Technology of the information and communication,189
23008,Solidaridad,7,"Engineering, manufacturing and construction",248
23008,Solidaridad,9,Health Sciences,253
23008,Solidaridad,10,Services,457
23010,Bacalar,1,Education,396
23010,Bacalar,2,Arts and Humanities,88
23010,Bacalar,4,Business Administration,164
23010,Bacalar,6,Technology of the information and communication,30
23010,Bacalar,9,Health Sciences,292
23011,Puerto Morelos,1,Education,33
23011,Puerto Morelos,3,social sciences and law,27
23011,Puerto Morelos,4,Business Administration,22
24007,Cedral,1,Education,452
24008,Cerritos,3,social sciences and law,20
24008,Cerritos,4,Business Administration,53
24008,Cerritos,7,"Engineering, manufacturing and construction",72
24011,Ciudad Fernández,9,Health Sciences,74
24012,Tancanhuitz,3,social sciences and law,103
24012,Tancanhuitz,4,Business Administration,60
24012,Tancanhuitz,6,Technology of the information and communication,67
24013,Ciudad Valles,1,Education,568
24013,Ciudad Valles,3,social sciences and law,640
24013,Ciudad Valles,4,Business Administration,1688
24013,Ciudad Valles,5,"natural sciences, mathematics and statistics",280
24013,Ciudad Valles,6,Technology of the information and communication,464
24013,Ciudad Valles,7,"Engineering, manufacturing and construction",1360
24013,Ciudad Valles,9,Health Sciences,523
24013,Ciudad Valles,10,Services,275
24015,Charcas,6,Technology of the information and communication,81
24016,Ebano,6,Technology of the information and communication,59
24016,Ebano,7,"Engineering, manufacturing and construction",421
24020,Matehuala,1,Education,400
24020,Matehuala,2,Arts and Humanities,38
24020,Matehuala,3,social sciences and law,438
24020,Matehuala,4,Business Administration,1074
24020,Matehuala,6,Technology of the information and communication,139
24020,Matehuala,7,"Engineering, manufacturing and construction",1641
24020,Matehuala,8,Agriculture and Veterinary,178
24020,Matehuala,9,Health Sciences,354
24020,Matehuala,10,Services,104
24024,Rioverde,1,Education,277
24024,Rioverde,3,social sciences and law,356
24024,Rioverde,4,Business Administration,1275
24024,Rioverde,6,Technology of the information and communication,156
24024,Rioverde,7,"Engineering, manufacturing and construction",1331
24024,Rioverde,8,Agriculture and Veterinary,254
24024,Rioverde,9,Health Sciences,379
24025,Salinas,4,Business Administration,118
24025,Salinas,6,Technology of the information and communication,55
24025,Salinas,7,"Engineering, manufacturing and construction",117
24028,San Luis Potosí,1,Education,7315
24028,San Luis Potosí,2,Arts and Humanities,2302
24028,San Luis Potosí,3,social sciences and law,11188
24028,San Luis Potosí,4,Business Administration,15061
24028,San Luis Potosí,5,"natural sciences, mathematics and statistics",2545
24028,San Luis Potosí,6,Technology of the information and communication,1714
24028,San Luis Potosí,7,"Engineering, manufacturing and construction",17650
24028,San Luis Potosí,8,Agriculture and Veterinary,33
24028,San Luis Potosí,9,Health Sciences,6564
24028,San Luis Potosí,10,Services,1016
24031,Santa Catarina,1,Education,98
24031,Santa Catarina,2,Arts and Humanities,811
24031,Santa Catarina,3,social sciences and law,1083
24031,Santa Catarina,4,Business Administration,2507
24031,Santa Catarina,6,Technology of the information and communication,1009
24031,Santa Catarina,7,"Engineering, manufacturing and construction",2777
24031,Santa Catarina,8,Agriculture and Veterinary,169
24031,Santa Catarina,9,Health Sciences,139
24031,Santa Catarina,10,Services,53
24035,Soledad de Graciano Sánchez,1,Education,418
24035,Soledad de Graciano Sánchez,3,social sciences and law,349
24035,Soledad de Graciano Sánchez,4,Business Administration,3027
24035,Soledad de Graciano Sánchez,6,Technology of the information and communication,851
